img_rel_path,label_rel_path,has_label_file,category_label,detection_label,environment_label
images/pyronear_marguerite_1_2023_06_27T03_32_35.jpg,labels/pyronear_marguerite_1_2023_06_27T03_32_35.txt,True,nuagesbas,['nuagesbas'],['nuit']
images/pyronear_salaunes_2_4_2023_08_19T04_59_04.jpg,labels/pyronear_salaunes_2_4_2023_08_19T04_59_04.txt,True,tuyau,['tuyau'],[]
images/pyronear_courmettes_1_2023_11_07T13_50_16.jpg,labels/pyronear_courmettes_1_2023_11_07T13_50_16.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_valbonne_4_2023_10_29T09_47_23.jpg,labels/pyronear_valbonne_4_2023_10_29T09_47_23.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_salaunes_2_1_2023_06_06T18_06_58.jpg,labels/pyronear_salaunes_2_1_2023_06_06T18_06_58.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_courmettes_2_2023_10_20T09_50_36.jpg,labels/pyronear_courmettes_2_2023_10_20T09_50_36.txt,True,grosnuages,['grosnuages'],['brume']
images/pyronear_cabanelle_1_2023_10_10T14_55_22.jpg,labels/pyronear_cabanelle_1_2023_10_10T14_55_22.txt,True,grosnuages,"['grosnuages', 'nuagesbas']",[]
images/pyronear_valbonne_3_2023_10_20T10_43_09.jpg,labels/pyronear_valbonne_3_2023_10_20T10_43_09.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_salaunes_2_2_2023_09_03T05_14_31.jpg,labels/pyronear_salaunes_2_2_2023_09_03T05_14_31.txt,True,panneausolaire,['panneausolaire'],[]
images/pyronear_marguerite_1_2023_08_22T13_58_45.jpg,labels/pyronear_marguerite_1_2023_08_22T13_58_45.txt,True,soleil,['soleilrayons'],[]
images/pyronear_marguerite_4_2023_10_29T13_26_14.jpg,labels/pyronear_marguerite_4_2023_10_29T13_26_14.txt,True,batiment,['batiment'],"['brume', 'pluie']"
images/pyronear_ferion_2_2023_10_17T14_29_45.jpg,labels/pyronear_ferion_2_2023_10_17T14_29_45.txt,True,nuagesbas,['nuagesbas'],['brume']
images/pyronear_marguerite_3_2023_09_18T09_00_27.jpg,labels/pyronear_marguerite_3_2023_09_18T09_00_27.txt,True,arbre,['arbre'],['brume']
images/pyronear_brison_2_2023_10_30T08_17_55.jpg,labels/pyronear_brison_2_2023_10_30T08_17_55.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_marguerite_3_2023_09_18T10_27_31.jpg,labels/pyronear_marguerite_3_2023_09_18T10_27_31.txt,True,arbre,['arbre'],['brume']
images/pyronear_brison_1_2023_09_13T07_40_49.jpg,labels/pyronear_brison_1_2023_09_13T07_40_49.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_brison_2_2023_09_18T08_36_46.jpg,labels/pyronear_brison_2_2023_09_18T08_36_46.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_ferion_2_2023_10_29T15_01_14.jpg,labels/pyronear_ferion_2_2023_10_29T15_01_14.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_valbonne_4_2023_11_02T08_56_10.jpg,labels/pyronear_valbonne_4_2023_11_02T08_56_10.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_salaunes_1_4_2023_09_29T17_06_57.jpg,labels/pyronear_salaunes_1_4_2023_09_29T17_06_57.txt,True,glare,['glareptjaune'],[]
images/pyronear_salaunes_1_4_2023_10_04T17_16_47.jpg,labels/pyronear_salaunes_1_4_2023_10_04T17_16_47.txt,True,glare,['glareptjaune'],[]
images/pyronear_marguerite_4_2023_09_21T12_38_35.jpg,labels/pyronear_marguerite_4_2023_09_21T12_38_35.txt,True,tache,"['batiment', 'tache']","['brume', 'pluie']"
images/pyronear_cabanelle_1_2023_10_10T09_12_43.jpg,labels/pyronear_cabanelle_1_2023_10_10T09_12_43.txt,True,grosnuages,"['grosnuages', 'nuagesbas']",[]
images/pyronear_valbonne_4_2023_10_28T16_34_07.jpg,labels/pyronear_valbonne_4_2023_10_28T16_34_07.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_valbonne_2_2023_11_05T16_07_08.jpg,labels/pyronear_valbonne_2_2023_11_05T16_07_08.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_marguerite_2_2023_08_15T18_43_50.jpg,labels/pyronear_marguerite_2_2023_08_15T18_43_50.txt,True,nuagesbas,['nuagesbas'],['soleilcouchant']
images/pyronear_marguerite_1_2023_08_22T16_11_47.jpg,labels/pyronear_marguerite_1_2023_08_22T16_11_47.txt,True,soleil,['soleilrayons'],[]
images/pyronear_valbonne_4_2023_10_29T07_03_17.jpg,labels/pyronear_valbonne_4_2023_10_29T07_03_17.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_ferion_2_2023_10_17T14_42_06.jpg,labels/pyronear_ferion_2_2023_10_17T14_42_06.txt,True,nuagesbas,['nuagesbas'],['brume']
images/pyronear_courmettes_4_2023_10_03T17_24_28.jpg,labels/pyronear_courmettes_4_2023_10_03T17_24_28.txt,True,nuagesbas,['nuagesbas'],"['antenne', 'soleilcouchant']"
images/pyronear_st_peray_1_2023_06_30T09_33_36.jpg,labels/pyronear_st_peray_1_2023_06_30T09_33_36.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_brison_4_2023_08_17T10_03_51.jpg,labels/pyronear_brison_4_2023_08_17T10_03_51.txt,True,grosnuages,['grosnuages'],"['insecte', 'tache']"
images/pyronear_courmettes_4_2023_10_03T17_14_54.jpg,labels/pyronear_courmettes_4_2023_10_03T17_14_54.txt,True,nuagesbas,['nuagesbas'],"['antenne', 'soleilcouchant']"
images/pyronear_brison_2_2023_07_10T05_14_17.jpg,labels/pyronear_brison_2_2023_07_10T05_14_17.txt,True,glare,['glare'],[]
images/pyronear_brison_4_2023_08_17T10_18_23.jpg,labels/pyronear_brison_4_2023_08_17T10_18_23.txt,True,grosnuages,['grosnuages'],"['insecte', 'tache']"
images/pyronear_courmettes_4_2023_10_20T16_21_59.jpg,labels/pyronear_courmettes_4_2023_10_20T16_21_59.txt,True,grosnuages,['grosnuages'],"['antenne', 'soleilcontrejour']"
images/pyronear_brison_2_2023_09_21T09_32_26.jpg,labels/pyronear_brison_2_2023_09_21T09_32_26.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_brison_2_2023_09_14T15_01_33.jpg,labels/pyronear_brison_2_2023_09_14T15_01_33.txt,True,grosnuages,['grosnuages'],['batiment']
images/pyronear_cabanelle_1_2023_10_10T14_44_50.jpg,labels/pyronear_cabanelle_1_2023_10_10T14_44_50.txt,True,grosnuages,"['grosnuages', 'nuagesbas']",[]
images/pyronear_brison_1_2023_06_23T04_03_51.jpg,labels/pyronear_brison_1_2023_06_23T04_03_51.txt,True,soleil,['soleil'],[]
images/pyronear_marguerite_1_2023_08_22T13_44_46.jpg,labels/pyronear_marguerite_1_2023_08_22T13_44_46.txt,True,soleil,['soleilrayons'],[]
images/pyronear_marguerite_1_2023_09_16T16_56_36.jpg,labels/pyronear_marguerite_1_2023_09_16T16_56_36.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_marguerite_4_2023_10_17T14_52_49.jpg,labels/pyronear_marguerite_4_2023_10_17T14_52_49.txt,True,batiment,['batiment'],"['brume', 'pluie']"
images/pyronear_courmettes_1_2023_09_26T04_54_11.jpg,labels/pyronear_courmettes_1_2023_09_26T04_54_11.txt,True,soleil,"['refletslac', 'soleil']",['soleilcouchant']
images/pyronear_marguerite_4_2023_09_21T06_48_44.jpg,labels/pyronear_marguerite_4_2023_09_21T06_48_44.txt,True,tache,"['batiment', 'tache']","['brume', 'pluie']"
images/pyronear_brison_2_2023_06_09T14_34_45.jpg,labels/pyronear_brison_2_2023_06_09T14_34_45.txt,True,nuagesbas,['nuagesbas'],['batiment']
images/pyronear_marguerite_3_2023_09_18T07_33_24.jpg,labels/pyronear_marguerite_3_2023_09_18T07_33_24.txt,True,arbre,['arbre'],['brume']
images/pyronear_courmettes_1_2023_11_07T14_01_16.jpg,labels/pyronear_courmettes_1_2023_11_07T14_01_16.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_brison_2_2023_10_30T06_45_53.jpg,labels/pyronear_brison_2_2023_10_30T06_45_53.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_ferion_2_2023_10_17T14_31_06.jpg,labels/pyronear_ferion_2_2023_10_17T14_31_06.txt,True,nuagesbas,['nuagesbas'],['brume']
images/pyronear_brison_4_2023_06_12T12_05_35.jpg,labels/pyronear_brison_4_2023_06_12T12_05_35.txt,True,nuagesbas,['nuagesbas'],['brume']
images/pyronear_salaunes_1_4_2023_10_05T17_14_07.jpg,labels/pyronear_salaunes_1_4_2023_10_05T17_14_07.txt,True,glare,['glareptjaune'],[]
images/pyronear_brison_2_2023_10_30T07_27_23.jpg,labels/pyronear_brison_2_2023_10_30T07_27_23.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_brison_2_2023_10_30T06_58_52.jpg,labels/pyronear_brison_2_2023_10_30T06_58_52.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_valbonne_4_2023_10_02T05_48_27.jpg,labels/pyronear_valbonne_4_2023_10_02T05_48_27.txt,True,soleil,['soleil'],['batiment']
images/pyronear_courmettes_1_2023_11_07T13_42_46.jpg,labels/pyronear_courmettes_1_2023_11_07T13_42_46.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_valbonne_2_2023_11_06T15_29_45.jpg,labels/pyronear_valbonne_2_2023_11_06T15_29_45.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_salaunes_1_1_2023_11_03T15_27_05.jpg,labels/pyronear_salaunes_1_1_2023_11_03T15_27_05.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_courmettes_4_2023_11_02T09_32_06.jpg,labels/pyronear_courmettes_4_2023_11_02T09_32_06.txt,True,arbre,['arbre'],['brume']
images/pyronear_cabanelle_2_2023_10_04T06_24_01.jpg,labels/pyronear_cabanelle_2_2023_10_04T06_24_01.txt,True,soleil,"['refletslac', 'soleil']",[]
images/pyronear_brison_2_2023_08_26T11_50_37.jpg,labels/pyronear_brison_2_2023_08_26T11_50_37.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_cabanelle_2_2023_10_02T06_04_04.jpg,labels/pyronear_cabanelle_2_2023_10_02T06_04_04.txt,True,soleil,"['glare', 'refletslac', 'soleil', 'tacherouge']",[]
images/pyronear_salaunes_2_4_2023_08_17T04_46_09.jpg,labels/pyronear_salaunes_2_4_2023_08_17T04_46_09.txt,True,tuyau,['tuyau'],['tache']
images/pyronear_brison_2_2023_09_22T09_00_14.jpg,labels/pyronear_brison_2_2023_09_22T09_00_14.txt,True,nuagesbas,['nuagesbas'],['batiment']
images/pyronear_courmettes_4_2023_11_02T09_05_38.jpg,labels/pyronear_courmettes_4_2023_11_02T09_05_38.txt,True,arbre,['arbre'],['brume']
images/pyronear_courmettes_1_2023_09_29T06_21_14.jpg,labels/pyronear_courmettes_1_2023_09_29T06_21_14.txt,True,glare,"['glaretacherouge', 'soleilrefletslac']",[]
images/pyronear_valbonne_4_2023_11_02T09_54_06.jpg,labels/pyronear_valbonne_4_2023_11_02T09_54_06.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_valbonne_4_2023_10_18T10_41_13.jpg,labels/pyronear_valbonne_4_2023_10_18T10_41_13.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_marguerite_1_2023_09_10T16_04_44.jpg,labels/pyronear_marguerite_1_2023_09_10T16_04_44.txt,True,glare,['glare'],[]
images/pyronear_marguerite_4_2023_10_17T14_50_41.jpg,labels/pyronear_marguerite_4_2023_10_17T14_50_41.txt,True,batiment,['batiment'],"['brume', 'pluie']"
images/pyronear_courmettes_1_2023_11_07T13_32_15.jpg,labels/pyronear_courmettes_1_2023_11_07T13_32_15.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_brison_3_2023_10_01T15_39_46.jpg,labels/pyronear_brison_3_2023_10_01T15_39_46.txt,True,montagne,['montagne'],[]
images/pyronear_valbonne_4_2023_10_02T05_43_25.jpg,labels/pyronear_valbonne_4_2023_10_02T05_43_25.txt,True,soleil,['soleil'],['batiment']
images/pyronear_marguerite_3_2023_09_18T05_26_15.jpg,labels/pyronear_marguerite_3_2023_09_18T05_26_15.txt,True,arbre,['arbre'],['brume']
images/pyronear_courmettes_4_2023_11_02T07_57_36.jpg,labels/pyronear_courmettes_4_2023_11_02T07_57_36.txt,True,arbre,['arbre'],['brume']
images/pyronear_salaunes_2_1_2023_08_11T04_52_34.jpg,labels/pyronear_salaunes_2_1_2023_08_11T04_52_34.txt,True,arbre,['arbre'],['brume']
images/pyronear_courmettes_1_2023_09_27T05_50_11.jpg,labels/pyronear_courmettes_1_2023_09_27T05_50_11.txt,True,glare,['glareptjaune'],[]
images/pyronear_valbonne_4_2023_10_01T05_51_47.jpg,labels/pyronear_valbonne_4_2023_10_01T05_51_47.txt,True,soleil,['soleil'],['batiment']
images/pyronear_courmettes_1_2023_11_07T14_00_16.jpg,labels/pyronear_courmettes_1_2023_11_07T14_00_16.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_brison_2_2023_09_24T06_00_43.jpg,labels/pyronear_brison_2_2023_09_24T06_00_43.txt,True,glare,['glare'],[]
images/pyronear_courmettes_4_2023_11_02T09_56_08.jpg,labels/pyronear_courmettes_4_2023_11_02T09_56_08.txt,True,arbre,['arbre'],['brume']
images/pyronear_valbonne_2_2023_11_05T16_07_37.jpg,labels/pyronear_valbonne_2_2023_11_05T16_07_37.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_cabanelle_1_2023_10_13T09_42_34.jpg,labels/pyronear_cabanelle_1_2023_10_13T09_42_34.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_marguerite_1_2023_09_14T16_03_35.jpg,labels/pyronear_marguerite_1_2023_09_14T16_03_35.txt,True,glare,['glaresoleilrayons'],[]
images/pyronear_salaunes_2_1_2023_08_11T04_52_04.jpg,labels/pyronear_salaunes_2_1_2023_08_11T04_52_04.txt,True,arbre,['arbre'],['brume']
images/pyronear_st_peray_1_2023_07_21T08_43_30.jpg,labels/pyronear_st_peray_1_2023_07_21T08_43_30.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_ferion_3_2023_10_19T15_47_21.jpg,labels/pyronear_ferion_3_2023_10_19T15_47_21.txt,True,brume,['brume'],[]
images/pyronear_courmettes_1_2023_09_27T05_52_33.jpg,labels/pyronear_courmettes_1_2023_09_27T05_52_33.txt,True,glare,['glareptjaune'],[]
images/pyronear_valbonne_3_2023_10_14T17_20_43.jpg,labels/pyronear_valbonne_3_2023_10_14T17_20_43.txt,True,batiment,['batimentloin'],['soleilcouchant']
images/pyronear_courmettes_1_2023_09_29T06_25_14.jpg,labels/pyronear_courmettes_1_2023_09_29T06_25_14.txt,True,glare,"['glaretacherouge', 'soleilrefletslac']",[]
images/pyronear_courmettes_4_2023_11_02T09_26_06.jpg,labels/pyronear_courmettes_4_2023_11_02T09_26_06.txt,True,arbre,['arbre'],['brume']
images/pyronear_cabanelle_1_2023_10_13T08_31_02.jpg,labels/pyronear_cabanelle_1_2023_10_13T08_31_02.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_brison_4_2023_06_12T12_03_03.jpg,labels/pyronear_brison_4_2023_06_12T12_03_03.txt,True,nuagesbas,['nuagesbas'],['brume']
images/pyronear_marguerite_3_2023_09_18T05_37_45.jpg,labels/pyronear_marguerite_3_2023_09_18T05_37_45.txt,True,arbre,['arbre'],['brume']
images/pyronear_ferion_2_2023_10_24T16_04_31.jpg,labels/pyronear_ferion_2_2023_10_24T16_04_31.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_brison_4_2023_08_17T10_13_21.jpg,labels/pyronear_brison_4_2023_08_17T10_13_21.txt,True,grosnuages,['grosnuages'],"['insecte', 'tache']"
images/pyronear_brison_2_2023_10_30T07_56_54.jpg,labels/pyronear_brison_2_2023_10_30T07_56_54.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_cabanelle_1_2023_10_13T08_03_03.jpg,labels/pyronear_cabanelle_1_2023_10_13T08_03_03.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_marguerite_3_2023_09_18T05_41_47.jpg,labels/pyronear_marguerite_3_2023_09_18T05_41_47.txt,True,arbre,['arbre'],['brume']
images/pyronear_ferion_2_2023_10_28T15_20_06.jpg,labels/pyronear_ferion_2_2023_10_28T15_20_06.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_marguerite_4_2023_10_29T13_31_45.jpg,labels/pyronear_marguerite_4_2023_10_29T13_31_45.txt,True,batiment,['batiment'],"['brume', 'pluie']"
images/pyronear_salaunes_1_2_2023_08_15T08_11_52.jpg,labels/pyronear_salaunes_1_2_2023_08_15T08_11_52.txt,True,pluie,['pluie'],[]
images/pyronear_marguerite_3_2023_09_18T09_16_57.jpg,labels/pyronear_marguerite_3_2023_09_18T09_16_57.txt,True,arbre,['arbre'],['brume']
images/pyronear_brison_4_2023_08_17T10_13_51.jpg,labels/pyronear_brison_4_2023_08_17T10_13_51.txt,True,grosnuages,['grosnuages'],"['insecte', 'tache']"
images/pyronear_brison_4_2023_08_17T09_59_21.jpg,labels/pyronear_brison_4_2023_08_17T09_59_21.txt,True,grosnuages,['grosnuages'],"['insecte', 'tache']"
images/pyronear_valbonne_2_2023_11_05T15_44_37.jpg,labels/pyronear_valbonne_2_2023_11_05T15_44_37.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_marguerite_1_2023_08_10T16_01_54.jpg,labels/pyronear_marguerite_1_2023_08_10T16_01_54.txt,True,soleil,['soleilrayons'],[]
images/pyronear_brison_1_2023_06_13T05_59_50.jpg,labels/pyronear_brison_1_2023_06_13T05_59_50.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_marguerite_4_2023_06_09T13_53_16.jpg,labels/pyronear_marguerite_4_2023_06_09T13_53_16.txt,True,tache,"['batiment', 'tache']","['brume', 'pluie']"
images/pyronear_courmettes_4_2023_10_20T16_06_24.jpg,labels/pyronear_courmettes_4_2023_10_20T16_06_24.txt,True,grosnuages,['grosnuages'],"['antenne', 'soleilcontrejour']"
images/pyronear_brison_2_2023_10_30T08_14_09.jpg,labels/pyronear_brison_2_2023_10_30T08_14_09.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_valbonne_2_2023_11_05T15_29_39.jpg,labels/pyronear_valbonne_2_2023_11_05T15_29_39.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_salaunes_1_4_2023_10_02T17_27_19.jpg,labels/pyronear_salaunes_1_4_2023_10_02T17_27_19.txt,True,glare,['glareptjaune'],[]
images/pyronear_courmettes_1_2023_11_07T13_09_14.jpg,labels/pyronear_courmettes_1_2023_11_07T13_09_14.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_brison_2_2023_10_30T07_19_20.jpg,labels/pyronear_brison_2_2023_10_30T07_19_20.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_brison_2_2023_10_30T06_55_53.jpg,labels/pyronear_brison_2_2023_10_30T06_55_53.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_valbonne_2_2023_11_06T15_16_44.jpg,labels/pyronear_valbonne_2_2023_11_06T15_16_44.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_ferion_2_2023_10_29T15_33_38.jpg,labels/pyronear_ferion_2_2023_10_29T15_33_38.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_brison_3_2023_09_30T15_32_52.jpg,labels/pyronear_brison_3_2023_09_30T15_32_52.txt,True,montagne,['montagne'],[]
images/pyronear_brison_2_2023_11_01T10_06_29.jpg,labels/pyronear_brison_2_2023_11_01T10_06_29.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_courmettes_4_2023_11_02T09_55_37.jpg,labels/pyronear_courmettes_4_2023_11_02T09_55_37.txt,True,arbre,['arbre'],['brume']
images/pyronear_brison_4_2023_08_17T08_29_17.jpg,labels/pyronear_brison_4_2023_08_17T08_29_17.txt,True,grosnuages,['grosnuages'],"['insecte', 'tache']"
images/pyronear_salaunes_2_4_2023_08_14T18_56_02.jpg,labels/pyronear_salaunes_2_4_2023_08_14T18_56_02.txt,True,nuagesbas,['nuagesfiligranes'],[]
images/pyronear_valbonne_3_2023_09_28T17_51_08.jpg,labels/pyronear_valbonne_3_2023_09_28T17_51_08.txt,True,batiment,['batimentloin'],['soleilcouchant']
images/pyronear_brison_2_2023_09_21T06_46_51.jpg,labels/pyronear_brison_2_2023_09_21T06_46_51.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_valbonne_4_2023_11_03T15_36_04.jpg,labels/pyronear_valbonne_4_2023_11_03T15_36_04.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_brison_4_2023_10_28T07_33_10.jpg,labels/pyronear_brison_4_2023_10_28T07_33_10.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_brison_1_2023_06_13T06_21_50.jpg,labels/pyronear_brison_1_2023_06_13T06_21_50.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_marguerite_3_2023_06_09T08_53_02.jpg,labels/pyronear_marguerite_3_2023_06_09T08_53_02.txt,True,arbre,['arbre'],['brume']
images/pyronear_salaunes_1_1_2023_08_05T05_19_50.jpg,labels/pyronear_salaunes_1_1_2023_08_05T05_19_50.txt,True,glare,['glareptjaune'],[]
images/pyronear_salaunes_2_4_2023_08_18T06_30_09.jpg,labels/pyronear_salaunes_2_4_2023_08_18T06_30_09.txt,True,tuyau,['tuyau'],[]
images/pyronear_brison_1_2023_06_16T04_04_13.jpg,labels/pyronear_brison_1_2023_06_16T04_04_13.txt,True,soleil,['soleil'],[]
images/pyronear_cabanelle_1_2023_10_10T11_56_15.jpg,labels/pyronear_cabanelle_1_2023_10_10T11_56_15.txt,True,grosnuages,"['grosnuages', 'nuagesbas']",[]
images/pyronear_marguerite_1_2023_09_18T16_07_35.jpg,labels/pyronear_marguerite_1_2023_09_18T16_07_35.txt,True,glare,['glare'],[]
images/pyronear_marguerite_3_2023_09_18T05_35_46.jpg,labels/pyronear_marguerite_3_2023_09_18T05_35_46.txt,True,arbre,['arbre'],['brume']
images/pyronear_salaunes_2_1_2023_08_27T08_59_06.jpg,labels/pyronear_salaunes_2_1_2023_08_27T08_59_06.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_valbonne_3_2023_09_30T17_43_33.jpg,labels/pyronear_valbonne_3_2023_09_30T17_43_33.txt,True,batiment,['batimentloin'],['soleilcouchant']
images/pyronear_st_peray_1_2023_07_21T08_44_30.jpg,labels/pyronear_st_peray_1_2023_07_21T08_44_30.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_brison_2_2023_10_30T06_40_52.jpg,labels/pyronear_brison_2_2023_10_30T06_40_52.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_marguerite_1_2023_08_22T15_51_47.jpg,labels/pyronear_marguerite_1_2023_08_22T15_51_47.txt,True,soleil,['soleilrayons'],[]
images/pyronear_valbonne_2_2023_11_05T16_43_09.jpg,labels/pyronear_valbonne_2_2023_11_05T16_43_09.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_cabanelle_1_2023_10_13T08_17_04.jpg,labels/pyronear_cabanelle_1_2023_10_13T08_17_04.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_marguerite_3_2023_09_18T07_38_54.jpg,labels/pyronear_marguerite_3_2023_09_18T07_38_54.txt,True,arbre,['arbre'],['brume']
images/pyronear_valbonne_4_2023_10_29T09_50_23.jpg,labels/pyronear_valbonne_4_2023_10_29T09_50_23.txt,True,nuagesbas,['nuagesbas'],[]
images/pyronear_brison_1_2023_07_10T04_11_12.jpg,labels/pyronear_brison_1_2023_07_10T04_11_12.txt,True,soleil,['soleil'],[]
images/pyronear_cabanelle_1_2023_10_13T08_17_32.jpg,labels/pyronear_cabanelle_1_2023_10_13T08_17_32.txt,True,grosnuages,['grosnuages'],[]
images/pyronear_marguerite_2_2023_09_10T18_13_20.jpg,labels/pyronear_marguerite_2_2023_09_10T18_13_20.txt,True,nuagesbas,['nuagesbas'],['soleilcouchant']
images/pyronear_brison_2_2023_10_30T07_28_23.jpg,labels/pyronear_brison_2_2023_10_30T07_28_23.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_marguerite_1_2023_06_27T03_32_05.jpg,labels/pyronear_marguerite_1_2023_06_27T03_32_05.txt,True,nuagesbas,['nuagesbas'],['nuit']
images/pyronear_cabanelle_2_2023_10_02T06_03_03.jpg,labels/pyronear_cabanelle_2_2023_10_02T06_03_03.txt,True,soleil,"['glare', 'refletslac', 'soleil', 'tacherouge']",[]
images/pyronear_courmettes_1_2023_09_26T05_21_45.jpg,labels/pyronear_courmettes_1_2023_09_26T05_21_45.txt,True,soleil,['soleil'],[]
images/pyronear_marguerite_1_2023_09_10T16_05_42.jpg,labels/pyronear_marguerite_1_2023_09_10T16_05_42.txt,True,glare,['glare'],[]
images/pyronear_brison_2_2023_09_21T08_22_24.jpg,labels/pyronear_brison_2_2023_09_21T08_22_24.txt,True,brume,"['batiment', 'brume']",['brume']
images/pyronear_ferion_4_2023_11_06T15_21_07.jpg,labels/pyronear_ferion_4_2023_11_06T15_21_07.txt,True,nuagesbas,['nuagesbas'],['soleilcouchant']
